2,0,Armament Master
1,4,Caravan Hurda
2,6,Cliff Threader
2,9,Devout Lightcaster
3,10,Emeria Angel
4,11,Felidar Sovereign
7,12,"Iona, Shield of Emeria"
2,14,Kabira Evangel
1,15,Kazandu Blademaster
2,16,Kor Aeronaut
2,17,Kor Cartographer
1,18,Kor Duelist
2,19,Kor Hookmaster
2,20,Kor Outfitter
2,21,Kor Sanctifiers
2,22,Kor Skyfisher
0,25,Makindi Shieldmate
1,28,Noble Vestige
1,29,Ondu Cleric
2,30,Pillarfield Ox
3,33,Shepherd of the Lost
0,35,Steppe Lynx
4,38,World Queller
1,39,Aether Figment
1,42,Caller of Gales
1,44,Cosi's Trickster
0,45,Gomazoa
0,46,Hedron Crab
0,49,Kraken Hatchling
4,51,Living Tsunami
8,52,"Lorthos, the Tidemaker"
2,53,Lullmage Mentor
2,54,Merfolk Seastalkers
1,55,Merfolk Wayfinder
2,59,Reckless Scholar
3,61,Roil Elemental
1,62,Sea Gate Loremaster
2,63,Seascape Aerialist
5,64,Shoal Serpent
2,65,Sky Ruin Drake
5,67,Sphinx of Jwar Isle
3,68,Sphinx of Lost Truths
1,71,Tempest Owl
1,74,Umara Raptor
2,75,Welkin Tern
2,77,Windrider Eel
2,78,Bala Ged Thief
1,79,Blood Seeker
2,82,Bloodghast
4,83,Bog Tatters
2,84,Crypt Ripper
2,88,Gatekeeper of Malakir
1,89,Giant Scorpion
2,91,Guul Draz Specter
1,92,Guul Draz Vampire
3,93,Hagra Crocodile
3,94,Hagra Diabolist
6,95,Halo Hunter
2,96,Heartstabber Mosquito
5,98,"Kalitas, Bloodchief of Ghet"
4,99,Malakir Bloodwitch
2,102,Mindless Null
2,105,Nimana Sell-Sword
3,106,"Ob Nixilis, the Fallen"
2,112,Surrakar Marauder
2,113,Vampire Hexmage
2,114,Vampire Lacerator
2,115,Vampire Nighthawk
3,117,Bladetusk Boar
4,123,Geyser Glider
1,124,Goblin Bushwhacker
2,125,Goblin Guide
2,126,Goblin Ruinblaster
2,127,Goblin Shortcutter
2,129,Hellfire Mongrel
5,130,Hellkite Charger
2,131,Highland Berserker
3,133,Kazuul Warlord
0,137,Molten Ravager
3,138,Murasa Pyromancer
4,139,Obsidian Fireheart
1,140,Plated Geopede
5,144,Ruinous Minotaur
4,147,Shatterskull Giant
2,150,Torch Slinger
2,151,Tuktuk Grunts
1,153,Warren Instigator
4,156,Baloth Woodcrasher
1,160,Frontier Guide
2,162,Grazing Gladehart
1,163,Greenweaver Druid
1,165,Joraga Bard
2,167,Lotus Cobra
3,168,Mold Shambler
2,170,Nissa's Chosen
2,171,Oracle of Mul Daya
1,172,Oran-Rief Recluse
1,173,Oran-Rief Survivalist
6,177,Rampaging Baloths
2,179,River Boa
1,181,Scute Mob
3,182,Scythe Tiger
1,184,Tajuru Archer
8,186,Terra Stomper
4,187,Territorial Baloth
2,188,Timbermaw Larva
2,189,Turntimber Basilisk
2,190,Turntimber Ranger
5,191,Vastwood Gorger
3,193,Zendikar Farguide
1,203,Hedron Scrabbler
2,206,Stonework Puma
5,269,Angel of Retribution
1,270,Aven Trooper
2,276,Major Teroh
2,277,Militant Monk
1,279,Mystic Familiar
3,281,Possessed Nomad
2,282,Reborn Hero
2,284,Stern Judge
1,286,Teroh's Faithful
2,287,Teroh's Vanguard
1,291,Ambassador Laquatus
1,292,Aquamoeba
2,293,Balshan Collaborator
3,295,Cephalid Aristocrat
1,296,Cephalid Illusionist
2,297,Cephalid Sage
1,298,Cephalid Snitch
1,299,Cephalid Vandal
2,307,Hydromorph Guardian
3,308,Hydromorph Gull
2,310,"Llawan, Cephalid Empress"
3,313,Possessed Aven
2,315,Skywing Aven
1,318,Boneshard Slasher
2,320,Cabal Surgeon
1,321,Cabal Torturer
2,322,Carrion Rats
6,323,Carrion Wurm
3,324,"Chainer, Dementia Master"
2,328,Faceless Butcher
2,329,Gloomdrifter
2,330,Gravegouger
3,331,Grotesque Hybrid
8,332,Hypnox
3,333,Ichorid
6,335,Laquatus's Champion
1,337,Mesmeric Fiend
2,342,Nantuko Shade
3,343,Organ Grinder
1,345,Putrid Imp
4,348,Sengir Vampire
3,350,Shambling Swarm
1,352,Slithery Stalker
3,353,Soul Scourge
2,357,Zombie Trailblazer
2,359,Balthor the Stout
2,360,Barbarian Outcast
4,362,Crazed Firecat
1,364,Enslaved Dwarf
1,368,Grim Lavamancer
2,369,Hell-Bent Raider
3,371,Longhorn Firebeast
3,373,Pardic Arsonist
2,374,Pardic Collaborator
3,375,Pardic Lancer
5,376,Petradon
2,377,Petravark
2,378,Pitchstone Wall
3,379,Possessed Barbarian
3,387,Anurid Scavenger
4,388,Arrogant Wurm
1,389,Basking Rootwalla
3,390,Centaur Chieftain
3,391,Centaur Veteran
6,394,Gurzigost
2,397,Krosan Constrictor
1,398,Krosan Restorer
2,399,Nantuko Blightcutter
2,400,Nantuko Calmer
2,401,Nantuko Cultivator
3,405,Possessed Centaur
2,406,Seton's Scout
2,412,Aven Riftwatcher
*,413,Benalish Commander
4,414,"Crovax, Ascendant Hero"
6,416,Dust Elemental
2,417,Ghost Tactician
2,419,Magus of the Tabernacle
2,421,Pallid Mycoderm
2,422,Poultice Sliver
2,425,Riftmarked Knight
1,427,Saltfield Recluse
1,429,Shade of Trokair
3,430,Stonecloaker
4,431,Stormfront Riders
3,432,Voidstone Gargoyle
2,433,Whitemane Lion
5,434,Calciderm
2,435,Malach of the Dawn
0,437,Mesa Enchantress
0,438,Mycologist
1,440,Revered Dead
1,441,Sinew Sliver
*,443,Aeon Chronicler
*,444,Aquamorph Entity
0,446,Body Double
2,447,"Braids, Conjurer Adept"
3,448,Chronozoa
1,451,Dreamscape Artist
4,453,Jodah's Avenger
0,454,Magus of the Bazaar
2,457,Shaper Parasite
3,459,Synchronous Sliver
*,460,Tidewalker
1,461,Timebender
2,462,Veiling Oddity
2,466,Gossamer Phantasm
1,467,Merfolk Thaumaturgist
*,470,Primal Plasma
1,471,Riptide Pilferer
1,472,Serendib Sorcerer
4,473,Serra Sphinx
1,474,Big Game Hunter
1,475,Blightspeaker
4,476,Brain Gorgers
3,480,Deadly Grub
4,484,Magus of the Coffers
3,486,Mirri the Cursed
3,487,Muck Drubb
6,488,Phantasmagorian
1,489,Ridged Kusite
*,490,Roiling Horror
3,491,Spitting Sliver
7,494,Waning Wurm
5,495,Bog Serpent
1,497,Dunerider Outlaw
1,501,Rathi Trapper
0,504,Aether Membrane
6,505,"Akroma, Angel of Fury"
4,506,Battering Sliver
*,507,Detritivore
1,510,Firefright Mage
3,512,Hammerheim Deadeye
3,513,Keldon Marauders
5,514,Lavacore Elemental
5,515,Magus of the Arena
