2,0,Angelic Curator
2,1,Blessed Reversal
1,2,Burst of Energy
3,3,Cessation
3,4,Defender of Law
1,5,Devout Harpist
1,6,Erase
2,7,Expendable Troops
2,8,Hope and Glory
1,9,Iron Will
5,10,Karmic Guide
3,11,Knighthood
3,12,Martyr's Cause
1,13,Mother of Runes
3,14,Opal Avenger
3,15,Opal Champion
2,16,Peace and Quiet
2,17,Planar Collapse
5,18,Purify
5,19,"Radiant, Archangel"
4,20,Radiant's Dragoons
3,21,Radiant's Judgment
4,22,Sustainer of the Realm
1,23,Tragic Poet
4,24,Anthroplasm
4,25,Archivist
3,26,Aura Flux
3,27,Bouncing Beebles
2,28,Cloud of Faeries
4,29,Delusions of Mediocrity
3,30,Fleeting Image
3,31,Frantic Search
1,32,Intervene
6,33,King Crab
4,34,Levitation
2,35,Miscalculation
6,36,Opportunity
7,37,Palinchron
3,38,Raven Familiar
3,39,Rebuild
3,40,Second Chance
3,41,Slow Motion
2,42,Snap
3,43,Thornwind Faeries
3,44,Tinker
5,45,Vigilant Drake
2,46,Walking Sponge
3,47,Weatherseed Faeries
3,48,Bone Shredder
4,49,Brink of Madness
3,50,Engineered Plague
5,51,Eviscerator
2,52,Fog of Gnats
4,53,Giant Cockroach
2,54,Lurking Skirge
4,55,No Mercy
1,56,Ostracize
3,57,Phyrexian Broodlings
4,58,Phyrexian Debaser
4,59,Phyrexian Defiler
2,60,Phyrexian Denouncer
5,61,Phyrexian Plaguelord
1,62,Phyrexian Reclamation
1,63,Plague Beetle
4,64,Rank and File
3,65,Sick and Tired
3,66,Sleeper's Guile
5,67,Subversion
3,68,Swat
3,69,Tethered Skirge
2,70,Treacherous Link
1,71,Unearth
1,72,About Face
4,73,Avalanche Riders
3,74,Defender of Chaos
3,75,Ghitu Fire-Eater
3,76,Ghitu Slinger
3,77,Ghitu War Cry
3,78,Goblin Medics
1,79,Goblin Welder
3,80,Granite Grip
2,81,Impending Disaster
1,82,Last-Ditch Effort
5,83,Lava Axe
2,84,Molten Hydra
2,85,Parch
2,86,Pygmy Pyrosaur
4,87,Pyromancy
3,88,Rack and Ruin
3,89,Rivalry
6,90,Shivan Phoenix
2,91,Sluggishness
4,92,Viashino Bey
4,93,Viashino Cutthroat
3,94,Viashino Heretic
2,95,Viashino Sandscout
3,96,Bloated Toad
1,97,Crop Rotation
3,98,Darkwatch Elves
4,99,Defense of the Heart
5,100,Deranged Hermit
6,101,Gang of Elk
3,102,Harmonic Convergence
1,103,Hidden Gibbons
3,104,Lone Wolf
4,105,Might of Oaks
6,106,"Multani, Maro-Sorcerer"
2,107,Multani's Acolyte
1,108,Multani's Presence
1,109,Rancor
2,110,Repopulate
1,111,Silk Net
3,112,Simian Grunts
4,113,Treefolk Mystic
1,114,Weatherseed Elf
5,115,Weatherseed Treefolk
3,116,Wing Snare
3,117,Yavimaya Granger
5,118,Yavimaya Scion
6,119,Yavimaya Wurm
3,120,Angel's Trumpet
6,121,Beast of Burden
3,122,Crawlspace
4,123,Damping Engine
2,124,Defense Grid
2,125,Grim Monolith
3,126,Iron Maiden
2,127,Jhoira's Toolbox
5,128,Memory Jar
4,129,Quicksilver Amulet
3,130,Ring of Gix
3,131,Scrapheap
2,132,Thran Lens
4,133,Thran War Machine
4,134,Thran Weaponry
3,135,Ticking Gnomes
6,136,Urza's Blueprints
3,137,Wheel of Torture
0,138,Faerie Conclave
0,139,Forbidding Watchtower
0,140,Ghitu Encampment
0,141,Spawning Pool
0,142,Treetop Village
2,143,Accorder Paladin
1,144,Ardent Recruit
5,145,Banishment Decree
3,146,Choking Fumes
2,147,Divine Offering
4,148,Frantic Salvage
3,149,Gore Vassal
4,150,Hero of Bladehold
7,151,Kemba's Legion
2,152,Leonin Relic-Warder
2,153,Leonin Skyhunter
5,154,Loxodon Partisan
3,155,Master's Call
3,156,Mirran Crusader
6,157,Phyrexian Rebirth
3,158,Priests of Norn
4,159,Tine Shrike
6,160,Victory's Herald
3,161,White Sun's Zenith
3,162,Blue Sun's Zenith
6,163,Consecrated Sphinx
5,164,Corrupted Conscience
3,165,Cryptoplasm
4,166,Distant Memories
4,167,Fuel for the Cause
3,168,Mirran Spy
3,169,Mitotic Manipulation
3,170,Neurok Commando
2,171,Oculus
5,172,Quicksilver Geyser
4,173,Serum Raker
5,174,Spire Serpent
1,175,Steel Sabotage
3,176,Treasure Mage
2,177,Turn the Tide
3,178,Vedalken Anatomist
4,179,Vedalken Infuser
4,180,Vivisection
2,181,Black Sun's Zenith
6,182,Caustic Hound
2,183,Flensermite
4,184,Flesh-Eater Imp
2,185,Go for the Throat
3,186,Gruesome Encore
1,187,Horrifying Revelation
6,188,Massacre Wurm
3,189,Morbid Plunder
