0,['White'],0,Ballyrush Banneret
0,['White'],1,Battletide Alchemist
0,['White'],2,Burrenton Bombardier
0,['White'],3,Burrenton Shield-Bearers
0,['White'],4,Cenn's Tactician
0,['White'],5,Changeling Sentinel
0,['White'],6,Coordinated Barrage
0,['White'],7,Daily Regimen
0,['White'],8,Feudkiller's Verdict
0,['White'],9,Forfend
0,['White'],10,Graceful Reprieve
0,['White'],11,Idyllic Tutor
0,['White'],12,Indomitable Ancients
0,['White'],13,Kinsbaile Borderguard
0,['White'],14,Kinsbaile Cavalier
0,['White'],15,Kithkin Zephyrnaut
0,['White'],16,Meadowboon
0,['White'],17,Mosquito Guard
0,['White'],18,Order of the Golden Cricket
0,['White'],19,Preeminent Captain
0,['White'],20,Redeem the Lost
0,['White'],21,Reveillark
0,['White'],22,Shinewend
0,['White'],23,Stonehewer Giant
0,['White'],24,Stonybrook Schoolmaster
0,['White'],25,Swell of Courage
0,['White'],26,Wandering Graybeard
0,['White'],27,Weight of Conscience
1,['Blue'],28,Declaration of Naught
1,['Blue'],29,Dewdrop Spy
1,['Blue'],30,Disperse
1,['Blue'],31,Distant Melody
1,['Blue'],32,Fencer Clique
1,['Blue'],33,Floodchaser
1,['Blue'],34,Grimoire Thief
1,['Blue'],35,Ink Dissolver
1,['Blue'],36,Inspired Sprite
1,['Blue'],37,Knowledge Exploitation
1,['Blue'],38,Latchkey Faerie
1,['Blue'],39,Merrow Witsniper
1,['Blue'],40,Mind Spring
1,['Blue'],41,Mothdust Changeling
1,['Blue'],42,Negate
1,['Blue'],43,Nevermaker
1,['Blue'],44,Notorious Throng
1,['Blue'],45,Research the Deep
1,['Blue'],46,Sage of Fables
1,['Blue'],47,Sage's Dousing
1,['Blue'],48,Sigil Tracer
1,['Blue'],49,Slithermuse
1,['Blue'],50,Stonybrook Banneret
1,['Blue'],51,Stream of Unconsciousness
1,['Blue'],52,Supreme Exemplar
1,['Blue'],53,Thieves' Fortune
1,['Blue'],54,Vendilion Clique
1,['Blue'],55,Waterspout Weavers
2,['Black'],56,Auntie's Snitch
2,['Black'],57,Bitterblossom
2,['Black'],58,Blightsoil Druid
2,['Black'],59,Earwig Squad
2,['Black'],60,Fendeep Summoner
2,['Black'],61,Festercreep
2,['Black'],62,Final-Sting Faerie
2,['Black'],63,Frogtosser Banneret
2,['Black'],64,Maralen of the Mornsong
2,['Black'],65,Mind Shatter
2,['Black'],66,Moonglove Changeling
2,['Black'],67,Morsel Theft
2,['Black'],68,Nightshade Schemers
2,['Black'],69,Noggin Whack
2,['Black'],70,Offalsnout
2,['Black'],71,Oona's Blackguard
2,['Black'],72,Pack's Disdain
2,['Black'],73,Prickly Boggart
2,['Black'],74,Pulling Teeth
2,['Black'],75,Revive the Fallen
2,['Black'],76,Scarblade Elite
2,['Black'],77,Squeaking Pie Grubfellows
2,['Black'],78,Stenchskipper
2,['Black'],79,Stinkdrinker Bandit
2,['Black'],80,Violet Pall
2,['Black'],81,Warren Weirding
2,['Black'],82,Weed-Pruner Poplar
2,['Black'],83,Weirding Shaman
3,['Red'],84,Boldwyr Heavyweights
3,['Red'],85,Boldwyr Intimidator
3,['Red'],86,Borderland Behemoth
3,['Red'],87,Brighthearth Banneret
3,['Red'],88,Countryside Crusher
3,['Red'],89,Fire Juggler
3,['Red'],90,Hostile Realm
3,['Red'],91,Kindled Fury
3,['Red'],92,Lightning Crafter
3,['Red'],93,Lunk Errant
3,['Red'],94,Mudbutton Clanger
3,['Red'],95,Pyroclast Consul
3,['Red'],96,Rage Forger
3,['Red'],97,Release the Ants
3,['Red'],98,Rivals' Duel
3,['Red'],99,Roar of the Crowd
3,['Red'],100,Seething Pathblazer
3,['Red'],101,Sensation Gorger
3,['Red'],102,Shard Volley
3,['Red'],103,Shared Animosity
3,['Red'],104,Spitebellows
3,['Red'],105,Stingmoggie
3,['Red'],106,Stomping Slabs
3,['Red'],107,Sunflare Shaman
3,['Red'],108,Taurean Mauler
3,['Red'],109,Titan's Revenge
3,['Red'],110,Vengeful Firebrand
3,['Red'],111,War-Spike Changeling
4,['Green'],112,Ambassador Oak
4,['Green'],113,Bosk Banneret
4,['Green'],114,Bramblewood Paragon
4,['Green'],115,Chameleon Colossus
4,['Green'],116,Cream of the Crop
4,['Green'],117,Deglamer
4,['Green'],118,Earthbrawn
4,['Green'],119,Elvish Warrior
4,['Green'],120,Everbark Shaman
4,['Green'],121,Fertilid
4,['Green'],122,Game-Trail Changeling
4,['Green'],123,Gilt-Leaf Archdruid
4,['Green'],124,Greatbow Doyen
4,['Green'],125,Heritage Druid
4,['Green'],126,Hunting Triad
4,['Green'],127,Leaf-Crowned Elder
4,['Green'],128,Luminescent Rain
4,['Green'],129,Lys Alana Bowmaster
4,['Green'],130,Orchard Warden
4,['Green'],131,Reach of Branches
4,['Green'],132,Recross the Paths
4,['Green'],133,Reins of the Vinesteed
4,['Green'],134,Rhys the Exiled
4,['Green'],135,Scapeshift
4,['Green'],136,Unstoppable Ash
4,['Green'],137,Walker of the Grove
4,['Green'],138,Winnower Patrol
4,['Green'],139,Wolf-Skull Shaman
-1,,140,Cloak and Dagger
-1,,141,Diviner's Wand
-1,,142,Door of Destinies
-1,,143,Obsidian Battle-Axe
-1,,144,Thornbite Staff
-1,,145,Veteran's Armaments
-1,,146,Murmuring Bosk
-1,,147,Mutavault
-1,,148,Primal Beyond
-1,,149,Rustic Clachan
0,['White'],150,Animate Wall
0,['White'],151,Archangel
0,['White'],152,Ardent Militia
0,['White'],153,Armageddon
0,['White'],154,Armored Pegasus
0,['White'],155,Castle
0,['White'],156,Celestial Dawn
0,['White'],157,Circle of Protection: Black
0,['White'],158,Circle of Protection: Blue
0,['White'],159,Circle of Protection: Green
0,['White'],160,Circle of Protection: Red
0,['White'],161,Circle of Protection: White
0,['White'],162,Crusade
0,['White'],163,D'Avenant Archer
0,['White'],164,Daraja Griffin
0,['White'],165,Disenchant
0,['White'],166,Divine Transformation
0,['White'],167,Ekundu Griffin
0,['White'],168,Enlightened Tutor
0,['White'],169,Ethereal Champion
0,['White'],170,Exile
0,['White'],171,Healing Salve
0,['White'],172,Heavy Ballista
0,['White'],173,Hero's Resolve
0,['White'],174,Icatian Town
0,['White'],175,Infantry Veteran
0,['White'],176,Kismet
0,['White'],177,Kjeldoran Royal Guard
0,['White'],178,Light of Day
0,['White'],179,Longbow Archer
0,['White'],180,Mesa Falcon
0,['White'],181,Order of the Sacred Torch
0,['White'],182,Pacifism
0,['White'],183,Pearl Dragon
0,['White'],184,Regal Unicorn
0,['White'],185,Remedy
0,['White'],186,Reprisal
0,['White'],187,Resistance Fighter
0,['White'],188,Reverse Damage
0,['White'],189,Samite Healer
0,['White'],190,Serenity
0,['White'],191,Serra's Blessing
0,['White'],192,Spirit Link
0,['White'],193,Standing Troops
0,['White'],194,Staunch Defenders
0,['White'],195,Sunweb
0,['White'],196,Tariff
0,['White'],197,Tundra Wolves
0,['White'],198,Unyaro Griffin
0,['White'],199,Venerable Monk
0,['White'],200,Wall of Swords
0,['White'],201,Warmth
0,['White'],202,Warrior's Honor
0,['White'],203,Wrath of God
1,['Blue'],204,Abduction
1,['Blue'],205,Air Elemental
1,['Blue'],206,Ancestral Memories
1,['Blue'],207,Boomerang
1,['Blue'],208,Browse
1,['Blue'],209,Chill
1,['Blue'],210,Counterspell
1,['Blue'],211,Daring Apprentice
1,['Blue'],212,Deflection
1,['Blue'],213,Desertion
1,['Blue'],214,Diminishing Returns
1,['Blue'],215,Dream Cache
1,['Blue'],216,Flash
1,['Blue'],217,Flight
1,['Blue'],218,Fog Elemental
1,['Blue'],219,Forget
1,['Blue'],220,Gaseous Form
1,['Blue'],221,Glacial Wall
1,['Blue'],222,Harmattan Efreet
1,['Blue'],223,Horned Turtle
1,['Blue'],224,Insight
1,['Blue'],225,Inspiration
1,['Blue'],226,Juxtapose
1,['Blue'],227,Library of Lat-Nam
1,['Blue'],228,Lord of Atlantis
1,['Blue'],229,Mana Short
1,['Blue'],230,Memory Lapse
1,['Blue'],231,Merfolk of the Pearl Trident
1,['Blue'],232,Mystical Tutor
1,['Blue'],233,Phantasmal Terrain
1,['Blue'],234,Phantom Warrior
1,['Blue'],235,Polymorph
1,['Blue'],236,Power Sink
1,['Blue'],237,Prodigal Sorcerer
1,['Blue'],238,Prosperity
1,['Blue'],239,Psychic Transfer
1,['Blue'],240,Psychic Venom
1,['Blue'],241,Recall
1,['Blue'],242,Relearn
1,['Blue'],243,Remove Soul
1,['Blue'],244,Sage Owl
1,['Blue'],245,Sea Monster
1,['Blue'],246,Segovian Leviathan
1,['Blue'],247,Sibilant Spirit
1,['Blue'],248,Soldevi Sage
1,['Blue'],249,Spell Blast
1,['Blue'],250,Storm Crow
1,['Blue'],251,Tidal Surge
1,['Blue'],252,Unsummon
1,['Blue'],253,Vodalian Soldiers
1,['Blue'],254,Wall of Air
1,['Blue'],255,Wind Drake
