0,5,Aerial Modification
1,4,Aeronaut Admiral
2,4,Aether Inspector
3,2,Aethergeode Miner
4,5,Airdrop Aeronauts
5,1,Alley Evasion
6,2,Audacious Infiltrator
7,3,Bastion Enforcer
8,5,Call for Unity
9,3,Caught in the Brights
10,5,Consulate Crackdown
11,2,Conviction
12,2,Countless Gears Renegade
13,5,Dawnfeather Eagle
14,3,Deadeye Harpooner
15,3,Decommission
16,4,Deft Dismissal
17,7,Exquisite Archangel
18,4,Felidar Guardian
19,3,Ghirapur Osprey
20,2,Restoration Specialist
21,3,Solemn Recruit
22,2,"Sram, Senior Edificer"
23,4,Sram's Expertise
24,3,Thopter Arrest
25,2,Aether Swooper
26,6,Aethertide Whale
27,2,"Baral, Chief of Compliance"
28,5,Baral's Expertise
29,6,Bastion Inventor
30,3,Disallow
31,5,Dispersal Technician
32,4,Efficient Construction
33,3,Hinterland Drake
34,2,Ice Over
35,4,Illusionist's Stratagem
36,4,Leave in the Dust
37,4,Mechanized Production
38,3,Metallic Rebuke
39,2,Negate
40,4,Quicksmith Spy
41,5,Reverse Engineer
42,5,Salvage Scuttler
43,2,Shielded Aether Thief
44,4,Shipwreck Moray
45,2,Skyship Plunderer
46,1,Take into Custody
47,3,Trophy Mage
48,3,Whir of Invention
49,6,Wind-Kin Raiders
50,2,Aether Poisoner
51,3,Alley Strangler
52,1,Battle at the Bridge
53,3,Cruel Finality
54,4,Daring Demolition
55,3,Defiant Salvager
56,1,Fatal Push
57,7,Fen Hauler
58,4,Foundry Hornet
59,1,Fourth Bridge Prowler
60,2,Gifted Aetherborn
61,2,Glint-Sleeve Siphoner
62,1,Gonti's Machinations
63,7,Herald of Anguish
64,6,Ironclad Revolutionary
65,4,Midnight Entourage
66,4,Night Market Aeronaut
67,5,Perilous Predicament
68,3,Renegade's Getaway
69,2,Resourceful Return
70,5,Secret Salvage
71,5,Sly Requisitioner
72,3,Vengeful Rebel
73,3,"Yahenni, Undying Partisan"
74,4,Yahenni's Expertise
75,2,Aether Chaser
76,4,Chandra's Revolution
77,3,Destructive Tampering
78,3,Embraal Gear-Smasher
79,6,Enraged Giant
80,6,Freejam Regent
81,3,Frontline Rebel
82,4,Gremlin Infestation
83,3,Hungry Flames
84,3,Indomitable Creativity
85,2,Invigorated Rampage
86,2,"Kari Zev, Skyship Raider"
87,3,Kari Zev's Expertise
88,5,Lathnu Sailback
89,5,Lightning Runner
90,3,Pia's Revolution
91,1,Precise Strike
92,4,Quicksmith Rebel
93,2,Ravenous Intruder
94,3,Reckless Racer
95,1,Release the Gremlins
96,4,Scrapper Champion
97,1,Shock
98,3,Siege Modification
99,4,Sweatworks Brawler
100,2,Wrangle
101,4,Aether Herder
102,3,Aetherstream Leopard
103,7,Aetherwind Basker
104,5,Aid from the Cowl
105,2,Druid of the Cowl
106,1,Greenbelt Rampager
107,2,Greenwheel Liberator
108,2,Heroic Intervention
109,2,Hidden Herbalists
110,2,Highspire Infusion
111,1,Lifecraft Awakening
112,5,Lifecraft Cavalry
113,4,Lifecrafter's Gift
114,3,Maulfist Revolutionary
115,5,Monstrous Onslaught
116,1,Narnam Renegade
117,2,Natural Obsolescence
118,4,Peema Aether-Seer
119,1,Prey Upon
120,5,Ridgescale Tusker
121,3,"Rishkar, Peema Renegade"
122,6,Rishkar's Expertise
123,2,Scrounging Bandar
124,3,Silkweaver Elite
125,1,Unbridled Growth
126,6,Ajani Unyielding
127,5,Dark Intimations
128,2,Hidden Stockpile
129,5,Maverick Thopterist
130,2,Oath of Ajani
131,4,Outland Boar
132,3,Renegade Rallier
133,3,Renegade Wheelsmith
134,3,Rogue Refiner
135,4,Spire Patrol
136,4,Tezzeret the Schemer
137,3,Tezzeret's Touch
138,3,Weldfast Engineer
139,2,Winding Constrictor
140,2,Aegis Automaton
141,3,Aethersphere Harvester
142,1,Augmenting Automaton
143,7,Barricade Breaker
144,3,Cogwork Assembler
145,1,Consulate Dreadnought
146,3,Consulate Turret
147,4,Crackdown Construct
148,3,Daredevil Dragster
149,4,Filigree Crawler
150,5,Foundry Assembler
151,6,Gonti's Aether Heart
152,2,Heart of Kiran
153,1,Hope of Ghirapur
154,1,Implement of Combustion
155,3,Implement of Examination
156,1,Implement of Ferocity
157,1,Implement of Improvement
158,2,Implement of Malice
159,3,Inspiring Statuary
160,4,Irontread Crusher
161,3,Lifecrafter's Bestiary
162,1,Merchant's Dockhand
163,2,Metallic Mimic
164,3,Mobile Garrison
165,3,Night Market Guard
166,0,Ornithopter
167,1,Pacification Array
168,5,Paradox Engine
169,3,Peacewalker Colossus
170,6,Planar Bridge
171,5,Prizefighter Construct
172,1,Renegade Map
173,5,Reservoir Walker
174,3,Scrap Trawler
175,2,Servo Schematic
176,4,Treasure Keeper
177,1,Universal Solvent
178,4,Untethered Express
179,2,Verdant Automaton
180,0,Walking Ballista
181,3,Watchful Automaton
182,2,Welder Automaton
183,0,Spire of Industry
184,6,"Ajani, Valiant Protector"
185,4,Inspiring Roar
186,2,Ajani's Comrade
187,4,Ajani's Aid
188,0,Tranquil Expanse
189,6,"Tezzeret, Master of Metal"
190,5,Tezzeret's Betrayal
191,2,Pendulum of Patterns
192,3,Tezzeret's Simulacrum
193,0,Submerged Boneyard
194,3,Charm School
195,6,The Cheese Stands Alone
196,5,Double Dip
197,1,Get a Life
198,2,"I'm Rubber, You're Glue"
199,2,Knight of the Hokey Pokey
200,4,Lexivore
201,7,"Look at Me, I'm the DCI"
202,2,Mesa Chicken
203,4,Miss Demeanor
204,4,Once More with Feeling
205,1,Prismatic Wardrobe
206,1,Sex Appeal
207,5,Bureaucracy
208,1,Censorship
209,3,Checks and Balances
210,3,Chicken à la King
211,4,Clambassadors
212,3,Clam-I-Am
213,3,Clam Session
214,4,Common Courtesy
215,1,Denied!
216,5,Double Take
217,3,Fowl Play
218,4,Free-for-All
219,1,Psychic Network
220,2,Sorry
221,15,B.F.M. (Big Furry Monster)
222,15,B.F.M. (Big Furry Monster)
223,15,"B.F.M. (Big Furry Monster, Right Side)"
224,15,"B.F.M. (Big Furry Monster, Right Side)"
225,4,Deadhead
226,5,Double Cross
227,5,Handcuffs
228,9,Infernal Spawn of Evil
229,3,Jumbo Imp
230,1,Organ Harvest
231,1,Ow
232,3,Poultrygeist
233,3,Temp of the Damned
234,1,Volrath's Motion Sensor
235,4,Burning Cinder Fury of Crimson Chaos Fire
236,2,Chicken Egg
237,5,Double Deal
238,1,Goblin Bookie
239,4,Goblin Bowling Team
240,1,Goblin Tutor
241,3,Hurloon Wrangler
242,5,Jalum Grifter
243,4,Krazy Kow
244,5,Landfill
245,1,Ricochet
246,5,Spark Fiend
247,2,"Strategy, Schmategy"
248,2,The Ultimate Nightmare of Wizards of the Coast® Customer Service
249,6,Cardboard Carapace
250,5,Double Play
251,4,Elvish Impersonators
252,2,Flock of Rabid Sheep
253,4,Free-Range Chicken
254,3,Gerrymandering
255,1,Ghazbán Ogress
256,2,Growth Spurt
257,3,Gus
258,3,Hungry Hungry Heifer
259,8,Incoming!
260,6,"Mine, Mine, Mine!"
261,3,Squirrel Farm
262,3,Team Spirit
263,4,"Timmy, Power Gamer"
264,0,Ashnod's Coupon
265,0,Blacker Lotus
266,4,Bronze Calendar
267,4,Chaos Confetti
268,3,Clay Pigeon
269,4,Giant Fan
270,0,Jack-in-the-Mox
271,2,Jester's Sombrero
272,7,Mirror Mirror
273,4,Paper Tiger
274,4,Rock Lobster
275,4,Scissors Lizard
276,4,Spatula of the Ages
277,0,Urza's Contact Lenses
278,6,Urza's Science Fair Project
279,0,Plains
280,0,Island
281,0,Swamp
282,0,Mountain
283,0,Forest
284,0,Pegasus token card
285,0,Soldier token card
286,0,Zombie token card
287,0,Goblin token card
288,0,Sheep token card
289,0,Squirrel token card
290,5,Archon of Justice
291,4,Ballynock Trapper
292,4,Cenn's Enlistment
293,4,Endless Horizons
294,5,Endure
295,3,Flickerwisp
296,5,Hallowed Burial
297,5,Kithkin Spellduster
298,2,Kithkin Zealot
299,4,Light from Within
300,4,Loyal Gyrfalcon
301,2,Patrol Signaler
302,3,Recumbent Bliss
303,6,Spirit of the Hearth
304,4,Springjack Shepherd
305,2,Suture Spirit
306,1,Banishing Knack
307,5,Cache Raiders
308,3,Dream Fracture
309,3,Dream Thief
310,2,Glamerdye
311,4,Glen Elendra Archmage
312,4,Idle Thoughts
313,2,Indigo Faerie
314,6,Inundate
315,4,Merrow Levitator
316,3,Oona's Grace
317,3,Razorfin Abolisher
318,3,Sanity Grinding
319,5,Talonrend
320,3,Wake Thrasher
321,4,Wilderness Hypnotist
322,4,"Ashling, the Extinguisher"
323,5,Creakwood Ghoul
324,2,Crumbling Ashes
325,4,Lingering Tormentor
326,1,Merrow Bonegnawer
327,3,Necroskitter
328,3,Needle Specter
329,6,Nightmare Incursion
330,1,Raven's Crime
331,4,Smoldering Butcher
332,3,Soot Imp
333,2,Soul Reap
334,4,Soul Snuffers
335,3,Syphon Life
336,2,Talara's Bane
337,7,Umbra Stalker
338,5,Chaotic Backlash
339,3,Cinder Pyromancer
340,4,Duergar Cave-Guard
341,2,Fiery Bombardment
342,1,Flame Jab
343,4,Hatchet Bully
344,7,Hateflayer
345,2,Heartlash Cinder
346,4,Hotheaded Giant
347,6,Impelled Giant
348,5,Outrage Shaman
349,3,Puncture Blast
350,4,Rekindled Flame
351,2,Stigma Lasher
352,5,Thunderblust
353,3,Unwilling Recruit
354,5,Aerie Ouphes
355,2,Bloom Tender
356,7,Duskdale Wurm
357,1,Helix Pinnacle
358,5,Marshdrinker Giant
359,4,Monstrify
360,1,Nettle Sentinel
361,5,Phosphorescent Feast
362,6,Primalcrux
363,7,Regal Force
364,5,Savage Conception
365,4,Swirling Spriggan
366,2,Talara's Battalion
367,3,Tilling Treefolk
368,1,Twinblade Slasher
369,4,Wickerbough Elder
370,2,Batwing Brume
371,1,Beckon Apparition
372,3,Bloodied Ghost
373,2,Cauldron Haze
374,5,Deathbringer Liege
375,5,Divinity of Pride
376,1,Edge of the Divinity
377,5,Evershrike
378,3,Gwyllion Hedge-Mage
379,4,Harvest Gwyllion
380,2,Nightsky Mimic
381,1,Nip Gwyllion
382,6,Pyrrhic Revival
383,3,Restless Apparition
384,3,Stillmoon Cavalier
385,3,Unmake
386,4,Voracious Hatchling
387,7,Call the Skybreaker
388,1,Clout of the Dominus
389,3,Crackleburr
390,3,Crag Puca
391,5,Dominus of Fealty
392,2,Inside Out
393,6,Mindwrack Liege
394,3,Mirror Sheen
395,3,Noggle Bandit
396,4,Noggle Bridgebreaker
397,3,Noggle Hedge-Mage
398,3,Noggle Ransacker
399,6,Nucklavee
400,2,Riverfall Mimic
401,4,Shrewd Hatchling
402,1,Stream Hopper
403,3,Unnerving Assault
404,4,Canker Abomination
405,4,Cankerous Thirst
406,4,Creakwood Liege
407,5,Deity of Scars
408,4,Desecrator Hag
409,7,Doomgape
410,4,Drain the Well
411,5,Gift of the Deity
412,3,Hag Hedge-Mage
413,4,Noxious Hatchling
414,1,Odious Trow
415,3,Quillspike
416,3,Rendclaw Trow
417,5,Sapling of Colfenor
418,3,Stalker Hag
419,2,Woodlurker Mimic
420,5,Worm Harvest
421,5,Balefire Liege
422,2,Battlegate Mimic
423,4,Belligerent Hatchling
424,2,Double Cleave
425,1,Duergar Assailant
426,3,Duergar Hedge-Mage
427,3,Duergar Mine-Captain
428,1,Figure of Destiny
429,3,Fire at Will
