0,['White'],0,Armament Master
0,['White'],1,Arrow Volley Trap
0,['White'],2,Bold Defense
0,['White'],3,Brave the Elements
0,['White'],4,Caravan Hurda
0,['White'],5,Celestial Mantle
0,['White'],6,Cliff Threader
0,['White'],7,Conqueror's Pledge
0,['White'],8,Day of Judgment
0,['White'],9,Devout Lightcaster
0,['White'],10,Emeria Angel
0,['White'],11,Felidar Sovereign
0,['White'],12,"Iona, Shield of Emeria"
0,['White'],13,Journey to Nowhere
0,['White'],14,Kabira Evangel
0,['White'],15,Kazandu Blademaster
0,['White'],16,Kor Aeronaut
0,['White'],17,Kor Cartographer
0,['White'],18,Kor Duelist
0,['White'],19,Kor Hookmaster
0,['White'],20,Kor Outfitter
0,['White'],21,Kor Sanctifiers
0,['White'],22,Kor Skyfisher
0,['White'],23,Landbind Ritual
0,['White'],24,Luminarch Ascension
0,['White'],25,Makindi Shieldmate
0,['White'],26,Narrow Escape
0,['White'],27,Nimbus Wings
0,['White'],28,Noble Vestige
0,['White'],29,Ondu Cleric
0,['White'],30,Pillarfield Ox
0,['White'],31,Pitfall Trap
0,['White'],32,Quest for the Holy Relic
0,['White'],33,Shepherd of the Lost
0,['White'],34,Shieldmate's Blessing
0,['White'],35,Steppe Lynx
0,['White'],36,Sunspring Expedition
0,['White'],37,Windborne Charge
0,['White'],38,World Queller
1,['Blue'],39,Aether Figment
1,['Blue'],40,Archive Trap
1,['Blue'],41,Archmage Ascension
1,['Blue'],42,Caller of Gales
1,['Blue'],43,Cancel
1,['Blue'],44,Cosi's Trickster
1,['Blue'],45,Gomazoa
1,['Blue'],46,Hedron Crab
1,['Blue'],47,Into the Roil
1,['Blue'],48,Ior Ruin Expedition
1,['Blue'],49,Kraken Hatchling
1,['Blue'],50,Lethargy Trap
1,['Blue'],51,Living Tsunami
1,['Blue'],52,"Lorthos, the Tidemaker"
1,['Blue'],53,Lullmage Mentor
1,['Blue'],54,Merfolk Seastalkers
1,['Blue'],55,Merfolk Wayfinder
1,['Blue'],56,Mindbreak Trap
1,['Blue'],57,Paralyzing Grasp
1,['Blue'],58,Quest for Ancient Secrets
1,['Blue'],59,Reckless Scholar
1,['Blue'],60,Rite of Replication
1,['Blue'],61,Roil Elemental
1,['Blue'],62,Sea Gate Loremaster
1,['Blue'],63,Seascape Aerialist
1,['Blue'],64,Shoal Serpent
1,['Blue'],65,Sky Ruin Drake
1,['Blue'],66,Spell Pierce
1,['Blue'],67,Sphinx of Jwar Isle
1,['Blue'],68,Sphinx of Lost Truths
1,['Blue'],69,Spreading Seas
1,['Blue'],70,Summoner's Bane
1,['Blue'],71,Tempest Owl
1,['Blue'],72,Trapfinder's Trick
1,['Blue'],73,Trapmaker's Snare
1,['Blue'],74,Umara Raptor
1,['Blue'],75,Welkin Tern
1,['Blue'],76,Whiplash Trap
1,['Blue'],77,Windrider Eel
2,['Black'],78,Bala Ged Thief
2,['Black'],79,Blood Seeker
2,['Black'],80,Blood Tribute
2,['Black'],81,Bloodchief Ascension
2,['Black'],82,Bloodghast
2,['Black'],83,Bog Tatters
2,['Black'],84,Crypt Ripper
2,['Black'],85,Desecrated Earth
2,['Black'],86,Disfigure
2,['Black'],87,Feast of Blood
2,['Black'],88,Gatekeeper of Malakir
2,['Black'],89,Giant Scorpion
2,['Black'],90,Grim Discovery
2,['Black'],91,Guul Draz Specter
2,['Black'],92,Guul Draz Vampire
2,['Black'],93,Hagra Crocodile
2,['Black'],94,Hagra Diabolist
2,['Black'],95,Halo Hunter
2,['Black'],96,Heartstabber Mosquito
2,['Black'],97,Hideous End
2,['Black'],98,"Kalitas, Bloodchief of Ghet"
2,['Black'],99,Malakir Bloodwitch
2,['Black'],100,Marsh Casualties
2,['Black'],101,Mind Sludge
2,['Black'],102,Mindless Null
2,['Black'],103,Mire Blight
2,['Black'],104,Needlebite Trap
2,['Black'],105,Nimana Sell-Sword
2,['Black'],106,"Ob Nixilis, the Fallen"
2,['Black'],107,Quest for the Gravelord
2,['Black'],108,Ravenous Trap
2,['Black'],109,Sadistic Sacrament
2,['Black'],110,Sorin Markov
2,['Black'],111,Soul Stair Expedition
2,['Black'],112,Surrakar Marauder
2,['Black'],113,Vampire Hexmage
2,['Black'],114,Vampire Lacerator
2,['Black'],115,Vampire Nighthawk
2,['Black'],116,Vampire's Bite
3,['Red'],117,Bladetusk Boar
3,['Red'],118,Burst Lightning
3,['Red'],119,Chandra Ablaze
3,['Red'],120,Demolish
3,['Red'],121,Electropotence
3,['Red'],122,Elemental Appeal
3,['Red'],123,Geyser Glider
3,['Red'],124,Goblin Bushwhacker
3,['Red'],125,Goblin Guide
3,['Red'],126,Goblin Ruinblaster
3,['Red'],127,Goblin Shortcutter
3,['Red'],128,Goblin War Paint
3,['Red'],129,Hellfire Mongrel
3,['Red'],130,Hellkite Charger
3,['Red'],131,Highland Berserker
3,['Red'],132,Inferno Trap
3,['Red'],133,Kazuul Warlord
3,['Red'],134,Lavaball Trap
3,['Red'],135,Magma Rift
3,['Red'],136,Mark of Mutiny
3,['Red'],137,Molten Ravager
3,['Red'],138,Murasa Pyromancer
3,['Red'],139,Obsidian Fireheart
3,['Red'],140,Plated Geopede
3,['Red'],141,Punishing Fire
3,['Red'],142,Pyromancer Ascension
3,['Red'],143,Quest for Pure Flame
3,['Red'],144,Ruinous Minotaur
3,['Red'],145,Runeflare Trap
