1,1,Cavalry Pegasus
4,2,Celestial Archon
3,6,Decorated Griffin
2,9,Ephara's Warden
3,10,Evangel of Heliod
2,11,Fabled Hero
2,12,Favored Hoplite
6,16,"Heliod, God of the Sun"
3,17,Heliod's Emissary
1,18,Hopeful Eidolon
5,19,Hundred-Handed One
2,20,Lagonna-Band Elder
1,22,Leonin Snarecaster
2,23,Observant Alseid
1,25,Phalanx Leader
4,27,Scholar of Athreos
3,28,Setessan Battle Priest
2,29,Setessan Griffin
5,30,Silent Artisan
1,31,Soldier of the Pantheon
2,33,Traveling Philosopher
2,35,Wingsteed Rider
4,36,Yoked Ox
1,39,Artisan of Forms
5,40,Benthic Giant
2,42,Breaching Hippocamp
5,43,Coastline Chimera
3,44,Crackling Triton
4,50,Horizon Scholar
1,52,Master of Waves
3,53,Meletis Charlatan
4,54,Mnemonic Wall
2,55,Nimbus Naiad
3,56,Omenspeaker
4,58,Prescient Chimera
5,59,Prognostic Sphinx
5,61,Sealock Monster
6,62,Shipbreaker Kraken
5,65,"Thassa, God of the Sea"
3,67,Thassa's Emissary
2,68,Triton Fortune Hunter
2,69,Triton Shorethief
1,71,Vaporkin
4,73,Wavecrash Triton
6,74,Abhorrent Overlord
2,75,Agent of the Fates
1,76,Asphodel Wanderer
1,77,Baleful Eidolon
1,78,Blood-Toll Harpy
2,80,Cavern Lampad
3,83,Disciple of Phenax
7,84,"Erebos, God of the Dead"
3,85,Erebos's Emissary
3,86,Felhide Minotaur
2,87,Fleshmad Steed
4,88,Gray Merchant of Asphodel
6,90,Hythonia the Cruel
2,91,Insatiable Harpy
5,92,Keepsake Gorgon
3,94,Loathsome Catoblepas
2,96,Mogis's Marauder
0,97,Nighthowler
4,102,Returned Centaur
3,103,Returned Phalanx
1,107,Tormented Hero
1,110,Akroan Crusader
1,112,Arena Athlete
3,113,Borderland Minotaur
3,116,Deathbellow Raider
5,119,Ember Swallower
2,120,Fanatic of Mogis
1,121,Firedrinker Satyr
3,122,Flamespeaker Adept
3,124,Ill-Tempered Cyclops
2,125,Labyrinth Champion
2,129,Minotaur Skullcleaver
1,133,Priest of Iroas
5,134,"Purphoros, God of the Forge"
3,135,Purphoros's Emissary
3,137,Rageblood Shaman
1,138,Satyr Rambler
2,140,Spearpoint Oread
4,141,Stoneshock Giant
4,142,Stormbreath Dragon
6,143,Titan of Eternal Fire
2,145,Two-Headed Cerberus
3,146,Wild Celebrants
2,147,Agent of Horizons
5,148,"Anthousa, Setessan Hero"
6,149,Arbor Colossus
2,151,Boon Satyr
3,153,Centaur Battlemaster
4,159,Karametra's Acolyte
2,160,Leafcrown Dryad
0,161,Mistcutter Hydra
5,162,Nemesis of Mortals
5,163,Nessian Asp
3,164,Nessian Courser
6,165,"Nylea, God of the Hunt"
3,166,Nylea's Disciple
3,167,Nylea's Emissary
7,170,Pheres-Band Centaurs
5,171,"Polukranos, World Eater"
1,172,Reverent Hunter
1,173,Satyr Hedonist
1,174,Satyr Piper
1,176,Sedge Scorpion
2,178,Staunch-Hearted Warrior
3,179,Sylvan Caryatid
2,181,Voyaging Satyr
5,182,Vulpine Goliath
2,184,Akroan Hoplite
2,185,Anax and Cymede
5,186,Ashen Rider
2,188,Battlewise Hoplite
3,189,Chronicler of Heroes
2,190,Daxos of Meletis
3,192,Fleecemane Lion
2,193,Horizon Chimera
3,194,Kragma Warcaller
4,195,Medomai the Ageless
3,196,Pharika's Mender
4,197,Polis Crusher
3,198,Prophet of Kruphix
5,200,Reaper of the Wilds
3,201,Sentry of the Underworld
2,202,Shipwreck Singer
3,203,Spellheart Chimera
3,205,Triad of Fates
2,206,"Tymaret, the Murder King"
6,207,Underworld Cerberus
4,209,Akroan Horse
1,210,Anvilwrought Raptor
1,211,Bronze Sable
2,212,Burnished Hart
10,213,Colossus of Akros
6,216,Guardians of Meletis
2,217,Opaline Unicorn
5,250,Archangel
5,251,Ardent Militia
2,253,Armored Pegasus
2,262,D'Avenant Archer
2,263,Daraja Griffin
2,266,Ekundu Griffin
4,268,Ethereal Champion
3,271,Heavy Ballista
1,274,Infantry Veteran
5,276,Kjeldoran Royal Guard
2,278,Longbow Archer
1,279,Mesa Falcon
2,280,Order of the Sacred Torch
4,282,Pearl Dragon
3,283,Regal Unicorn
1,286,Resistance Fighter
1,288,Samite Healer
4,292,Standing Troops
4,293,Staunch Defenders
6,294,Sunweb
1,296,Tundra Wolves
2,297,Unyaro Griffin
2,298,Venerable Monk
5,299,Wall of Swords
4,304,Air Elemental
1,310,Daring Apprentice
4,317,Fog Elemental
7,320,Glacial Wall
2,321,Harmattan Efreet
4,322,Horned Turtle
2,327,Lord of Atlantis
1,330,Merfolk of the Pearl Trident
2,333,Phantom Warrior
1,336,Prodigal Sorcerer
1,343,Sage Owl
6,344,Sea Monster
3,345,Segovian Leviathan
6,346,Sibilant Spirit
1,347,Soldevi Sage
2,349,Storm Crow
2,352,Vodalian Soldiers
5,353,Wall of Air
2,354,Wind Drake
2,355,Wind Spirit
1,357,Abyssal Hunter
3,358,Abyssal Specter
1,362,Blighted Shaman
1,363,Blood Pet
1,364,Bog Imp
1,365,Bog Rats
3,366,Bog Wraith
4,368,Derelor
1,371,Drudge Skeletons
6,374,Evil Eye of Orms-by-Gore
3,375,Fallen Angel
1,379,Feral Shadow
2,381,Gravebane Zombie
2,382,Gravedigger
4,385,Hidden Horror
1,388,Kjeldoran Dead
1,390,Lost Soul
1,392,Mischievous Poltergeist
5,393,Necrosavant
*,394,Nightmare
2,398,Python
1,399,Rag Man
1,401,Razortooth Rats
2,402,Scathe Zombies
2,403,Sengir Autocrat
2,405,Stromgald Cabal
3,410,Zombie Master
3,412,Anaba Bodyguard
2,413,Anaba Shaman
2,414,Balduvian Barbarians
5,415,Balduvian Horde
6,420,Crimson Hellkite
4,424,Fire Elemental
3,427,Flame Spirit
1,430,Goblin Digging Team
2,431,Goblin Elite Infantry
2,432,Goblin Hero
2,433,Goblin King
1,434,Goblin Recruiter
5,437,Hulking Cyclops
1,443,Mountain Goat
3,444,Orcish Artillery
1,448,Raging Goblin
2,449,Reckless Embermage
1,451,Sabretooth Tiger
2,455,Spitting Drake
3,458,Talruum Minotaur
2,461,Viashino Warrior
4,462,Volcanic Dragon
5,464,Wall of Fire
1,465,Birds of Paradise
2,467,Cat Warriors
2,471,Elder Druid
3,473,Elven Riders
1,474,Elvish Archers
2,477,Femeref Archers
1,479,Fyndhorn Brownie
1,480,Fyndhorn Elder
4,482,Giant Spider
3,483,Gorilla Chieftain
2,484,Grizzly Bears
1,487,Llanowar Elves
*,489,Maro
3,491,Panther Warriors
1,492,Pradesh Gypsies
2,493,Radjan Spirit
6,495,Redwood Treefolk
1,497,River Boa
6,499,Scaled Wurm
1,500,Shanodin Dryads
3,501,Stalking Tiger
4,504,Thicket Basilisk
3,505,Trained Armodon
2,508,Uktabi Orangutan
*,509,Uktabi Wildcats
1,510,Unseen Walker
2,512,Verduran Enchantress
2,515,Warthog
1,518,Wyluli Wolf
5,527,Dancing Scimitar
3,530,Dragon Engine
5,543,Lead Golem
6,550,Obsianus Golem
2,551,Ornithopter
3,552,Patagia Golem
*,555,Primal Clay
2,601,Aven Sentry
4,602,"Baird, Steward of Argive"
2,603,Benalish Honor Guard
3,604,Benalish Marshal
2,609,D'Avenant Trapper
2,610,"Danitha Capashen, Paragon"
3,611,Daring Archaeologist
1,612,Dauntless Bodyguard
4,614,"Evra, Halcyon Witness"
5,615,Excavation Elephant
2,621,Knight of Grace
1,622,Knight of New Benalia
2,623,"Kwende, Pride of Femeref"
5,624,Lyra Dawnbringer
2,625,Mesa Unicorn
3,627,Pegasus Courser
2,628,Sanctum Spirit
3,630,Sergeant-at-Arms
4,631,Serra Angel
1,632,Serra Disciple
4,633,"Shalai, Voice of Plenty"
2,634,"Teshar, Ancestor's Apostle"
1,635,Tragic Poet
2,638,Academy Drake
2,639,Academy Journeymage
1,642,Artificer's Assistant
4,645,Cloudreader Sphinx
5,646,Cold-Water Snapper
3,649,Diligent Excavator
3,651,Homarid Explorer
2,654,Merfolk Trickster
1,656,"Naban, Dean of Iteration"
3,657,"Naru Meha, Master Wizard"
1,660,Relic Runner
2,662,Sage of Lat-Nam
3,663,Sentinel of the Pearl Trident
8,664,"Slinn Voda, the Rising Deep"
4,666,Tempest Djinn
3,667,"Tetsuko Umezawa, Fugitive"
3,669,Tolarian Scholar
3,671,Vodalian Arcanist
6,674,"Zahid, Djinn of the Lamp"
2,676,Cabal Evangel
2,677,Cabal Paladin
3,678,Caligo Skin-Witch
2,682,Deathbloom Thallid
6,684,Demonlord Belzenlok
3,686,Dread Shade
1,687,Drudge Sentinel
5,690,Feral Abomination
5,693,"Josu Vess, Lich Knight"
4,694,"Kazarov, Sengir Pureblood"
2,695,Knight of Malice
4,697,Lingering Phantom
1,699,Rat Colony
1,703,Stronghold Confessor
3,704,Thallid Omnivore
3,705,Thallid Soothsayer
6,706,"Torgaar, Famine Incarnate"
3,707,"Urgoros, the Empty One"
2,709,"Whisper, Blood Liturgist"
2,710,Windgrace Acolyte
3,711,"Yargle, Glutton of Urborg"
2,713,Bloodstone Goblin
1,714,Champion of the Flame
4,718,Fire Elemental
3,719,Firefist Adept
3,723,Ghitu Chronicler
2,724,Ghitu Journeymage
2,725,Ghitu Lavarunner
3,727,Goblin Chainwhirler
2,728,Goblin Warchief
1,732,Keldon Overseer
3,733,Keldon Raider
2,734,Keldon Warcaller
1,735,Orcish Vandal
4,737,Rampaging Cyclops
2,741,Siege-Gang Commander
1,742,Skirk Prospector
3,743,Skizzik
1,744,"Squee, the Immortal"
4,745,Two-Headed Giant
2,746,"Valduk, Keeper of the Flame"
4,747,Verix Bladewing
2,748,Warcry Phoenix
4,754,Baloth Gorger
2,756,Corrosive Ooze
2,757,Elfhame Druid
2,760,Gaea's Protector
5,763,"Grunn, the Lonely King"
3,765,Krosan Druid
1,766,Llanowar Elves
2,767,Llanowar Envoy
3,768,Llanowar Scout
5,769,Mammoth Spider
1,770,"Marwyn, the Nurturer"
0,772,"Multani, Yavimaya's Avatar"
6,775,Primordial Wurm
2,779,Sporecrown Thallid
4,780,Steel Leaf Champion
5,782,Territorial Allosaurus
7,783,Thorn Elemental
2,784,Untamed Kavu
7,785,Verdant Force
2,787,Yavimaya Sapherd
2,788,"Adeliz, the Cinder Wind"
3,789,Arvad the Cursed
4,790,"Aryel, Knight of Windgrace"
7,791,Darigaaz Reincarnated
3,792,"Garna, the Bloodflame"
4,793,Grand Warlord Radha
3,794,"Hallar, the Firefletcher"
3,795,"Jhoira, Weatherlight Captain"
3,796,"Jodah, Archmage Eternal"
6,797,"Muldrotha, the Gravetide"
3,800,"Raff Capashen, Ship's Mage"
2,801,"Rona, Disciple of Gix"
0,802,"Shanna, Sisay's Legacy"
3,803,"Slimefoot, the Stowaway"
3,804,"Tatyova, Benthic Druid"
3,806,"Tiana, Ship's Caretaker"
1,807,Aesthir Glider
6,808,Amaranthine Wall
4,814,Guardians of Koilos
3,816,Howling Golem
2,818,Jhoira's Familiar
3,820,Juggernaut
2,821,Mishra's Self-Replicator
5,824,Pardic Wanderer
2,828,Skittering Surveyor
1,830,Sparring Construct
7,832,"Traxos, Scourge of Kroog"
3,834,Voltaic Servant
5,835,Weatherlight
2,870,"Niambi, Faithful Healer"
6,871,Teferi's Sentinel
3,875,Karplusan Hound
1,876,Pyromantic Pilgrim
6,878,Firesong and Sunspeaker
8,879,Deceiver of Form
1,880,Eldrazi Mimic
5,881,Endbringer
12,882,"Kozilek, the Great Distortion"
5,883,Kozilek's Pathfinder
2,884,Matter Reshaper
5,885,Reality Smasher
4,887,Thought-Knot Seer
4,888,Walker of the Wastes
3,889,Warden of Geometries
3,891,Eldrazi Displacer
4,892,Affa Protector
2,896,Expedition Raptor
4,897,General Tazri
1,901,Kor Scythemaster
2,902,Kor Sky Climber
5,903,"Linvala, the Preserver"
3,905,Makindi Aeronaut
3,907,Munda's Vanguard
2,909,Ondu War Cleric
2,910,Relief Captain
4,913,Spawnbinder Mage
4,914,Steppe Glider
2,915,Stone Haven Outfitter
2,916,Stoneforge Acolyte
6,917,Wall of Resurgence
3,919,Blinding Drone
3,920,Cultivator Drone
4,921,Deepfathom Skulker
1,922,Dimensional Infiltrator
3,923,Gravity Negator
2,924,Prophet of Distortion
4,926,Thought Harvester
5,928,Ancient Crab
4,932,Cyclone Sire
3,936,Jwar Isle Avenger
5,941,Sphinx of the Final Word
1,943,Umara Entangler
1,945,Bearer of Silence
8,946,Dread Defiler
3,947,Essence Depleter
3,949,Havoc Sower
6,950,Inverter of Truth
2,951,Kozilek's Shrieker
5,952,Kozilek's Translator
1,954,Reaver Drone
3,955,Sifter of Skulls
2,956,Sky Scourer
2,957,Slaughter Drone
2,962,Drana's Chosen
4,964,"Kalitas, Traitor of Ghet"
4,965,Malakir Soothsayer
4,966,Null Caller
4,970,Vampire Envoy
2,971,Zulaport Chainmage
3,973,Eldrazi Aggressor
1,974,Eldrazi Obligator
1,975,Immobilizer Eldrazi
5,977,Maw of Kozilek
2,979,Akoum Flameseeker
4,983,Cinder Hellion
3,985,Embodiment of Fury
4,988,Goblin Dark-Dwellers
2,989,Goblin Freerunner
2,990,Kazuul's Toll Collector
1,994,Reckless Bushwhacker
4,997,Tyrant of Valakut
1,998,Zada's Commando
4,999,Birthing Hulk
2,1001,Scion Summoner
2,1002,Stalking Drone
3,1003,Vile Redeemer
7,1004,World Breaker
1,1005,Baloth Pup
5,1007,Canopy Gorger
4,1009,Embodiment of Insight
6,1010,Gladehart Cavalry
3,1011,Harvester Troll
3,1013,Loam Larva
3,1015,Netcaster Spider
